variable_name,platform,period_label,geo_scope,limitation_code,description,fallback_applied
Spotify_monthly_listeners_daily,Spotify,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_monthly_listeners_daily,Spotify,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
Spotify_followers_daily,Spotify,Q4_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q4_2024,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q1_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q2_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
YouTube_subscribers_daily,YouTube,Q3_2025,global,no_records,Provider response did not contain recognizable series records.,False
